,date,summary
37,2023-03-28,"What to expect from the Senate hearings on recent bank failuresSilicon Valley Bank's liquidity crisis and subsequent downfall sent waves of panic through the financial system in early March, setting off a chain reaction of chaos with which regional banks are still grappling."
38,2023-03-30,Biden asks banking regulators to toughen some rules after recent bank failuresPresident Biden on Thursday urged banking regulators to take additional steps to reduce the risk of more mid-sized bank failures like Silicon Valley Bank and Signature Bank.
39,2023-03-19,The coordinated effort to boost the flow of US dollars through the global financial system aims to keep credit flowing to households and businessesThe US Federal Reserve and several other major central banks announced a coordinated effort Sunday night to boost the flow of US dollars through the global financial system with the aim of keeping credit flowing to households and businesses.
40,2023-03-27,"First Citizens Bank jumps 50% after deal to acquire assets of collapsed Silicon Valley BankShares of the Raleigh, North Carolina-based bank hit an intraday high of over $880, its highest level in more than a year."
41,2023-04-09,"Maia and Rina Dee: Funerals of sisters killed in occupied West Bank to take placeMaia and Rina Dee, who used to live in Britain, were shot on their way to a family holiday."
42,2023-03-20,Central banks to boost flow of US dollars amid market uneaseSix central banks move to keep credit flowing worldwide after two big institutions collapsed.
43,2023-03-13,"'Absolutely idiotic'. SVB insider says employees are angry with CEOThe blame game is on for who caused Silicon Valley Bank's collapse, and the tech sector is pointing the finger at SVB CEO Greg Becker for allowing his company to go down in history as the second-biggest US banking failure on record."
44,2023-03-14,"Why Silicon Valley Bank collapsed, and why it mattersSilicon Valley Bank collapsed on Friday, resulting in the second-largest bank failure in US history."
45,2023-03-29,Bank of England calls for tougher pension scheme rules after crisisBank wants to avoid repeat of situation that followed Kwasi Kwarteng’s calamitous mini-budgetThe Bank of England has called for tougher rules governing pension schemes and major lenders outside the banking mainstream as it seeks to restore confidence in the w…
46,2023-03-16,"Credit Suisse ‘takes decisive action’ by borrowing up to £41bn from central bank – business liveRolling coverage of the latest economic and financial news, as troubled Credit Suisse gets central bank support to stem crisis rocking financial markets<ul><li>Credit Suisse: what is happening at Swiss bank and should we be worried?</li></ul>Credit Suisse sha…"
47,2023-03-14,"The Fed could finally pull back its aggressive policy this month - but it'd be doing so for all the wrong reasons, DataTrek saysGiven the failures of Silicon Valley Bank and Signature bank, as well as cooling CPI, markets are pricing in a policy pivot in March."
48,2023-03-15,Dow falls 500 points as banking fears spreadThe Dow opened the day with a decline of more than 500 points Wednesday as banking fears spread across global markets.
49,2023-03-12,"Why Silicon Valley Bank failedWondering what happened at Silicon Valley Bank? SVB's recent actions are partly to blame, but the seeds of its demise were planted months ago."
50,2023-03-13,No relief for European stocks as bank selloff continues - Reuters.comNo relief for European stocks as bank selloff continues  Reuters.com
51,2023-03-13,Bank stocks plunge resumes as SVB market turmoil continues - ReutersBank stocks plunge resumes as SVB market turmoil continues  Reuters
52,2023-03-12,Czech central bank governor gets top-level security clearance - Reuters.comCzech central bank governor gets top-level security clearance  Reuters.com
53,2023-03-12,"China chooses continuity, retaining central bank chief, finance minister - Reuters.comChina chooses continuity, retaining central bank chief, finance minister  Reuters.com"
54,2023-03-12,'Steady hand': China surprisingly retains central bank chief - Reuters.com'Steady hand': China surprisingly retains central bank chief  Reuters.com
55,2023-03-15,Iceland lifts countercyclical capital bank buffer to 2.5% - Reuters.comIceland lifts countercyclical capital bank buffer to 2.5%  Reuters.com
56,2023-03-15,Silicon Valley Bank collapse: What you need to know - ReutersSilicon Valley Bank collapse: What you need to know  Reuters
57,2023-03-17,ECB Supervisory Board meets to examine bank vulnerabilities - ReutersECB Supervisory Board meets to examine bank vulnerabilities  Reuters
58,2023-03-11,"Moody's downgrades credit ratings on Silicon Valley Bank, SVB ... - ReutersMoody's downgrades credit ratings on Silicon Valley Bank, SVB ...  Reuters"
59,2023-03-17,First Republic Bank Frankfurt-listed shares rise after rescue - ReutersFirst Republic Bank Frankfurt-listed shares rise after rescue  Reuters
60,2023-03-20,"Futures seesaw on bank worries, rate-hike pause hopes - ReutersFutures seesaw on bank worries, rate-hike pause hopes  Reuters"
61,2023-03-19,S&P again downgrades First Republic Bank ratings - Reuters.comS&P again downgrades First Republic Bank ratings  Reuters.com
62,2023-03-20,Giant bank deal triggers political backlash in Switzerland - Reuters.comGiant bank deal triggers political backlash in Switzerland  Reuters.com
63,2023-03-31,Brazil meal payments overhaul delayed by central bank standoff - Reuters.comBrazil meal payments overhaul delayed by central bank standoff  Reuters.com
64,2023-03-26,"Bank stress brings U.S. closer to recession, Kashkari says - ReutersBank stress brings U.S. closer to recession, Kashkari says  Reuters"
65,2023-03-26,"Palestinians accuse settlers of West Bank arson, Israel sees ... - ReutersPalestinians accuse settlers of West Bank arson, Israel sees ...  Reuters"
66,2023-03-27,Futures edge higher as SVB deal soothes bank fears - Reuters.comFutures edge higher as SVB deal soothes bank fears  Reuters.com
67,2023-03-25,"Valley National, First Citizens bidding for Silicon Valley Bank ... - ReutersValley National, First Citizens bidding for Silicon Valley Bank ...  Reuters"
68,2023-03-22,Qatar's central bank raises rates by 25 bps - ReutersQatar's central bank raises rates by 25 bps  Reuters
69,2023-03-22,"Bank deposits have stabilized in last week, Powell says - ReutersBank deposits have stabilized in last week, Powell says  Reuters"
70,2023-03-31,UAE cancels license for Russia's sanctioned MTS bank branch - ReutersUAE cancels license for Russia's sanctioned MTS bank branch  Reuters
71,2023-03-29,Australia treasurer: Some central bank review proposals may need ... - ReutersAustralia treasurer: Some central bank review proposals may need ...  Reuters
72,2023-03-30,"Fed's Barkin: Bank deposit flows ""stable,"" inflation still ""hot"" - ReutersFed's Barkin: Bank deposit flows ""stable,"" inflation still ""hot""  Reuters"
73,2023-03-30,Bank relief and Alibaba plans nudge stocks higher - ReutersBank relief and Alibaba plans nudge stocks higher  Reuters
74,2023-03-30,Gold prices dip as bank angst recedes - Reuters IndiaGold prices dip as bank angst recedes  Reuters India
75,2023-04-06,Italian businesses more upbeat about economy-central bank survey - ReutersItalian businesses more upbeat about economy-central bank survey  Reuters
76,2023-04-04,Dutch online bank Bunq applies for U.S. banking licence - ReutersDutch online bank Bunq applies for U.S. banking licence  Reuters
77,2023-04-08,French prosecutors name bank chairman a suspect in Lebanese ... - ReutersFrench prosecutors name bank chairman a suspect in Lebanese ...  Reuters
78,2023-03-13,Silicon Valley Bank collapse: What you need to know - Reuters.comSilicon Valley Bank collapse: What you need to know  Reuters.com
79,2023-03-14,"Futures rise after bank rout, CPI data awaited - ReutersFutures rise after bank rout, CPI data awaited  Reuters"
80,2023-03-16,Indonesia central bank leaves interest rates unchanged - Reuters.comIndonesia central bank leaves interest rates unchanged  Reuters.com
81,2023-03-16,"Norwegian companies see stable outlook, central bank survey shows - Reuters.comNorwegian companies see stable outlook, central bank survey shows  Reuters.com"
82,2023-03-17,"Bank rescues ease crisis fears, investors still wary - ReutersBank rescues ease crisis fears, investors still wary  Reuters"
83,2023-03-17,"U.S. FDIC weighs holding Signature Bank, SVB's underwater assets ... - ReutersU.S. FDIC weighs holding Signature Bank, SVB's underwater assets ...  Reuters"
84,2023-03-19,First Citizens considering takeover of Silicon Valley Bank ... - Reuters.comFirst Citizens considering takeover of Silicon Valley Bank ...  Reuters.com
85,2023-03-13,"Israel Discount Bank Q4 profit, interest income jump - Reuters.comIsrael Discount Bank Q4 profit, interest income jump  Reuters.com"
86,2023-03-13,HSBC says it has acquired Silicon Valley Bank UK - Reuters.comHSBC says it has acquired Silicon Valley Bank UK  Reuters.com
87,2023-03-16,Robinhood backs down over Signature Bank bets - FT - Reuters.comRobinhood backs down over Signature Bank bets - FT  Reuters.com
88,2023-03-28,ASIA Bank fears ease but yields curb investors' enthusiasm - ReutersASIA Bank fears ease but yields curb investors' enthusiasm  Reuters
89,2023-03-25,Analysis: Wall Street push for bank rescues clashes with ... - ReutersAnalysis: Wall Street push for bank rescues clashes with ...  Reuters
90,2023-03-22,Taliban acting finance minister becomes central bank governor - ReutersTaliban acting finance minister becomes central bank governor  Reuters
91,2023-03-22,FDIC delays bid deadline for Silicon Valley Private Bank ... - ReutersFDIC delays bid deadline for Silicon Valley Private Bank ...  Reuters
92,2023-03-30,"Gulf markets gain on steady oil, receding bank fears - ReutersGulf markets gain on steady oil, receding bank fears  Reuters"
93,2023-03-15,Saudi National Bank not looking at international opportunities - ReutersSaudi National Bank not looking at international opportunities  Reuters
94,2023-03-17,Sterling rises as receding bank sector worries lift sentiment - ReutersSterling rises as receding bank sector worries lift sentiment  Reuters
95,2023-03-19,UBS to take over Credit Suisse - central bank - ReutersUBS to take over Credit Suisse - central bank  Reuters
96,2023-03-21,Hardline US Republicans oppose bank deposit guarantees beyond ... - ReutersHardline US Republicans oppose bank deposit guarantees beyond ...  Reuters
97,2023-03-21,Nigeria's central bank raises benchmark lending rate to 18% - ReutersNigeria's central bank raises benchmark lending rate to 18%  Reuters
98,2023-03-21,World Bank president expresses deep concern on Zambia debt ... - Reuters.comWorld Bank president expresses deep concern on Zambia debt ...  Reuters.com
99,2023-03-22,"Pacific Western Bank explored capital raise, says deposits have ... - ReutersPacific Western Bank explored capital raise, says deposits have ...  Reuters"
