,date,summary
57,2023-03-29,"Burger King UK Crowns Floki Inu the ""Top Doge"" in Playful Twitter BanterIn an amusing turn of events, Burger King UK and Floki Inu, a cryptocurrency inspired by Shiba Inu, engaged in a lighthearted exchange on Twitter. The conversation began when a Twitter user suggested that Burger King needs Floki Inu. The fast-food chain respo…"
58,2023-04-03,Dogecoin Gains 25% After Token's Symbol Replaces Blue Bird as Twitter LogoIn the past Twitter CEO Elon Musk has shown himself to be a fan of the meme coin.
59,2023-04-05,"Dogecoin Futures Set Record After Twitter Adopts Shiba Inu LogoOpen interest, which can be used to determine market strength behind price trends, jumped to all-time highs in dogecoin terms."
60,2023-04-04,"First Mover Americas: Dogecoin Pops on New Twitter LogoThe latest price moves in bitcoin (BTC) and crypto markets in context for April 4, 2023. First Mover is CoinDesk’s daily newsletter that contextualizes the latest actions in the crypto markets."
61,2023-04-05,"Dogecoin Futures Set Record After Twitter Adopts Token's Dog LogoOpen interest, which can be used to determine market strength behind price trends, jumped to all-time highs in dogecoin terms."
62,2023-04-04,"Bitcoin dips as Binance rumors surface, Twitter embraces the DogeWelcome to The Daily Forkast – April 4, 2023 – presented by Angie Lau. Bitcoin and most cryptocurrencies dipped after unverified rumors alleging that..."
63,2023-04-04,'New' Twitter logo continues Elon Musk's commitment to cringe(Maybe just fix the bugs?)
64,2023-04-03,"Bitcoin Drops to $27.5K While Dogecoin Spikes After Twitter Logo ChangeBTC needs a catalyst to break the $30,000 threshold. DOGE spikes after Twitter CEO Elon Musk changes the logo on the social media platform to the Dogecoin symbol from a blue bird."
65,2023-03-26,Shiba Inu: Funny Money or a Compelling Crypto Contender?Don't let the cute face fool you -- the Shiba Inu crypto is really quite sophisticated.
66,2023-04-03,"Musk replaces Twitter bird logo with the Dogecoin logoLast year, in a Tweet reply, Twitter user @WSBChairman suggested that Elon Musk should buy Twitter and change the bird logo to the Shiba Inu Doge logo. One year later, both of @WSBChairman‘s suggestions have materialized. For starters, Musk acquired Twitter. …"
67,2023-04-07,"First Mover Asia: Bitcoin Is Flat, Ether in the Red, as a Long Weekend BeginsIt's a battle of bulls versus bears as the market gets a grip on reality, says Brent Xu, CEO of DeFi lender Umee. ALSO: CoinDesk columnist Daniel Kuhn writes that Elon Musk had the crypto world's attention again this week, but whether he helps DOGE is questio…"
68,2023-04-03,Why your Twitter page is changing and may have a dog on itElon Musk wants to fill your Twitter feed with paid accounts being watched over by a crypto meme.
69,2023-04-06,"Dogecoin’s value dropped as much as 9% after its logo on Elon Musk’s Twitter vanished as mysteriously as it had appeared - Fortune<ol><li>Dogecoin’s value dropped as much as 9% after its logo on Elon Musk’s Twitter vanished as mysteriously as it had appeared  Fortune
</li><li>'Doge' with a bone: Elon Musk and a meme coin  CBC News
</li><li>Dogecoin Drops After Elon Musk's Twitter Stop…"
70,2023-04-04,"First Mover Asia: Bitcoin Extends Its Stay Below $28K, Dogecoin Stays HotDogecoin surged after Twitter replaced its familiar blue bird atop its homepage with the cryptocurrency's iconic Shiba Inu dog logo. ALSO: Is Indonesia’s CBDC a potential alternative to Visa and Mastercard?"
71,2023-04-01,"DOGE Price Analysis for April 1Does DOGE have enough power to keep rising? The market is mainly trading sideways at the beginning of the weekend. The price of DOGE has increased by 1.17% over the last 24 hours. Despite today's slight rise, the rate of DOGE is returning to the local support…"
72,2023-04-12,"FTX Will Receive All of Ren Protocol's Pegged Assets, Including Bitcoin and DogecoinFTX’s sister company Alameda Research had previously acquired Ren to provide long-term funding before shutting down."
73,2023-04-06,"Jump in Shiba Inu Breed-Themed Tokens is Unsustainable, Warn Crypto TradersMemecoins outperformed the broader crypto markets in recent days, but there may be cause for caution ahead as some warn of imminent profit-taking."
74,2023-04-05,"Dogecoin surges after Twitter changed its logo from a bird to a dogeIn a move that may have looked like a late April Fools joke, users checking Twitter this week found the familiar bird logo was replaced with an internet-famous dog."
75,2023-04-03,"Did Elon Musk change the Twitter logo to distract from his Dogecoin lawsuit?Twitter users are speculating that a new update to the app is an attempt by CEO Elon Musk to bury news of a racketeering lawsuit against him.


The app’s latest update Wednesday features the Doge meme icon prominently on load screens and at the upper left cor…"
76,2023-04-05,"First Mover Asia: Chilly DOGE, While Bitcoin Simmers Over $28.6KALSO: The head of markets for crypto research firm Delphi Digital said Binance's loss of market share has stemmed largely from its struggles with regulators. He also called bitcoin's current threshold at about $28K ""a tough spot...to get through."""
77,2023-04-12,"Why is Dogecoin (DOGE) price down today?Elon Musk's Twitter removed the Dogecoin logo from its home button, pouring cold waters on expectations that it would include a DOGE payment option on the platform."
78,2023-04-04,Why is Dogecoin price up today?Dogecoin price hits a four-month high after rallying 30% in a day with Elon Musk and Twitter playing a central role in the DOGE craze once again.
79,2023-03-15,"Why this ‘winter’ won’t stop the growing crypto e-commerce adoptionFrom fast and inexpensive fees to secure transactions and a lack of chargebacks, crypto payments offer a multitude of benefits for retailers."
80,2023-03-16,Bitcoin Holds Steady; Dogecoin Leads Slide in Major Cryptocurrencies as Traders Lock In GainsThe market saw higher-than-usual volatility this week following the collapse of crypto-friendly banks over the weekend.
81,2023-04-03,"Elon Musk’s Twitter Teases Dogecoin Support, Sending Its Price Soaring Amid $258 Billion RowElon Musk, the Tesla billionaire and Twitter owner, has asked a judge to throw out a $258 billion lawsuit accusing him of trying to pump the dogecoin price..."
82,2023-04-04,"Elon Musk promised to take away the blue ticks – so why hasn’t he?After weeks of warnings, Twitter appears to have backed down on plans to do away with one of Musk’s original obsessions. Plus: why Italy banned ChatGPT<ul><li>Don’t get TechScape delivered to your inbox? Sign up here</li></ul>For weeks, Twitter has been promi…"
83,2023-04-04,Why did Elon Musk change the Twitter logo to Dogecoin?Here's what we know about dogecoin and why its icon is featured on Twitter.
84,2023-04-03,"Elon Musk Replaces Twitter Bird Logo With Doge MemeElon Musk changed the logo of Twitter&#039;s desktop site from its usual blue bird to the Shiba Inu mascot of the Doge meme, synonymous with cryptocurrency Dogecoin."
85,2023-04-02,"‘A Legitimate Cryptocurrency’—Dogecoin Price Suddenly Soars After Elon Musk Hits Back At $258 Billion LawsuitElon Musk, the Tesla billionaire and Twitter owner, has asked a judge to throw out a $258 billion lawsuit accusing him of trying to pump the dogecoin price..."
86,2023-04-04,What Prompted Elon Musk To Substitute Twitter's Blue Bird With 'Doge' Meme?The value of Dogecoin rose by 30% after Musk modified the Twitter logo Monday.
87,2023-04-04,"OPNX Exchange, Which Offers FTX Claims Trading, Led by Three Arrows Founders is Now LiveUsers can get a 50% discount on trading fees if they hold FLEX tokens."
88,2023-03-26,Dogecoin Core Portable 1.14.6 (much cryptocurrency) ReleasedDogecoin Core Portable has been released. It's cryptocurrency like bitcoin preferred by shibes. It's packaged in PortableApps.com Format so it can easily integrate with the PortableApps.com Platform. And it's open source and completely free. Update automatica…
89,2023-04-04,"Dogecoin skyrockets 30% as Twitter changes logo to doge meme on web - The Economic Times<ol><li>Dogecoin skyrockets 30% as Twitter changes logo to doge meme on web  The Economic Times
</li><li>Elon Musk replaces Twitter's iconic bird logo with 'DOGECOIN' cryptocurrency image | US News | WION  WION
</li><li>Elon Musk's belated April Fool's Day …"
90,2023-04-13,"Solana Dog Token Darling Bonk Inu Releases BonkSwap DEXBonk Inu was one of the hottest Solana tokens earlier this year, leading a frenzied market at the time."
91,2023-04-04,"Dogecoin Rallies as Elon Musk Makes It Twitter’s Logo - Barron's<ol><li>Dogecoin Rallies as Elon Musk Makes It Twitter’s Logo  Barron's
</li><li>Elon Musk's belated April Fool's Day gag? Twitter LOGO CHANGED to 'Dogecoin' | WION  WION
</li><li>Dogecoin jumps after Elon Musk replaces Twitter bird with Shiba Inu  CNN
</l…"
92,2023-04-05,"Elon Musk Replaced Twitter’s Bird Logo to ‘Doge Meme’The well-known micro-blogging platform Twitter has faced hundreds of new changes over the past year since the company was bought by billionaire Elon Musk and now, he has brought one more unexpected change to the platform’s logo. As we all know, Elon Musk’s st…"
93,2023-03-29,"Elon Musk's Business Card, Dollar Bill Expected To Fetch $40K At AuctionIf you're a die-hard Elon Musk fan, then an exciting new auction might be right up your alley, because a couple of unique items from his past could be yours ... if you've got a ton of cash to spend, of course. Auction house, GottaHaveRockandRoll is…"
94,2023-03-22,"Crypto Game Aavegotchi to Build Custom Blockchain Using Polygon TechSage D. Young is a tech protocol reporter at CoinDesk. He owns a few NFTs, gold and silver, as well as BTC, ETH, LINK, AAVE, PEOPLE, DOGE, OS, and HTR. NFT gaming protocol Aavegotchi is working with Polygon to launch a gaming-optimized blockchain called Gotch…"
95,2023-04-12,"Ethereum Trades Flat After Ethereum Shanghai UpgradeSage D. Young is a tech protocol reporter at CoinDesk. He owns a few NFTs, gold and silver, as well as BTC, ETH, LINK, AAVE, ARB, PEOPLE, DOGE, OS, and HTR. Oliver Knight is a CoinDesk reporter based between London and Lisbon. He does not own any crypto. Ethe…"
96,2023-04-01,"Elon Musk requests dismissal of $258B Dogecoin lawsuit: ReportAccording to an April 1 Reuters report, Elon Musk’s lawyers called the lawsuit taken against him by Dogecoin investors as a “fanciful work of fiction” over his “often silly tweets.” Musk’s lawyer argued that the statements were “too vague” to warrant a fraud …"
97,2023-04-07,"Dogecoin Tanks After Twitter Restores Iconic Logo; Whales Dump DOGE Amid Price Rally""Most know by now that when Elon does something on Twitter, it's usually for the purpose of getting laughs, attention, or money,"" an on-chain data provider said following the Musk-induced DOGE surge earlier this week."
98,2023-04-04,"Twitter is no longer the bird app, changes icon to dogecoin doggoTwitter's traditional bird icon was booted and replaced with an image of a Shiba Inu, an apparent nod to dogecoin, the joke cryptocurrency that CEO Elon Musk is being sued over https://t.co/5iIl6H6yew
— CNN (@CNN) April 3, 2023 

<ul><li>ICYMI, local man rep…"
99,2023-04-04,"Dogecoin's Value Skyrockets After Elon Musk Changes Twitter Web Logo To Shiba Inu - NDTV<ol><li>Dogecoin's Value Skyrockets After Elon Musk Changes Twitter Web Logo To Shiba Inu  NDTV
</li><li>Elon Musk's belated April Fool's Day gag? Twitter logo changed to 'Dogecoin' | WION  WION
</li><li>Doge to the moon! Crypto coin surges 30% after Elon M…"
